tradeDate,标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
2026-03-02,600011,华能国际,836728661,132706703,227110344,1336300,53800,30200
2026-03-02,600012,皖通高速,33504881,8954304,9070473,23100,4000,30400
2026-03-02,600015,华夏银行,1984010925,59579623,87176800,151600,52600,17100
2026-03-02,600016,民生银行,6443092646,150207985,244068679,422420,118100,70400
2026-03-02,600017,日照港,340828000,26813592,28042705,78900,10700,23100
2026-03-02,600018,上港集团,907080680,60652395,56382814,143600,110600,1000
2026-03-02,600019,宝钢股份,1323493679,93049667,185629186,504828,89700,302700
2026-03-02,600020,中原高速,201439748,12194438,8522040,270400,5500,23700
2026-03-02,600021,上海电力,1653381902,175839636,149173959,531400,48600,31400
2026-03-02,600022,山东钢铁,302294142,26861853,32251523,463600,94700,271600
2026-03-02,600023,浙能电力,455759740,88136865,92877137,314200,48300,10900
2026-03-02,600025,华能水电,1928523492,48771974,47051001,80000,400,7300
2026-03-02,600026,中远海能,1135429734,392753536,316027397,361300,17700,6200
2026-03-02,600027,华电国际,888072805,129754819,107989539,104000,14400,118100
2026-03-02,600028,中国石化,1353180910,384560194,292252132,3081300,1367100,113700
2026-03-02,600029,南方航空,426037375,74263719,47618863,272400,118200,266300
2026-03-02,600030,中信证券,19147272570,409692740,367389625,615400,15700,58600
2026-03-02,600031,三一重工,1485827860,85878748,58593850,572802,22500,57100
2026-03-02,600032,浙江新能,119326640,19437878,11503371,39800,600,7600
2026-03-02,600033,福建高速,371445421,13584171,14176404,375200,28400,600
2026-03-02,600035,楚天高速,98392055,8741287,3226101,85600,39900,200
2026-03-02,600036,招商银行,12626434807,214721244,220873484,741652,167000,13600
2026-03-02,600037,歌华有线,525810157,20780088,18770131,405600,94200,2600
2026-03-02,600038,中直股份,1169517018,54281470,56835829,228200,3900,700
2026-03-02,600039,四川路桥,135175261,24046211,23524976,93700,12800,6000
2026-03-02,600048,保利发展,3139485377,122281066,139165080,992000,153400,30900
2026-03-02,600050,中国联通,3441614849,129992679,143971102,1047000,258800,206700
2026-03-02,600053,九鼎投资,124260189,5934820,8742696,0,0,0
2026-03-02,600055,万东医疗,519896673,15339562,11710401,133800,3100,200
2026-03-02,600056,中国医药,494077178,22732998,17318703,422120,18000,13040
2026-03-02,600057,厦门象屿,123134041,11280903,11516173,283100,6900,5300
2026-03-02,600058,五矿发展,435542037,25039658,32244947,88000,2700,17500
2026-03-02,600059,古越龙山,525398427,22783013,14540198,143000,3900,4400
2026-03-02,600060,海信视像,334850121,19527710,22444899,41300,1700,8500
2026-03-02,600061,国投资本,1556711298,57521777,50087580,50500,3700,3100
2026-03-02,600062,华润双鹤,548648272,16039399,17327829,240744,1300,900
2026-03-02,600063,皖维高新,602670892,32457651,41170483,92200,19500,900
2026-03-02,600064,南京高科,434279911,36020012,31209891,196200,7700,61100
2026-03-02,600066,宇通客车,262455956,17002849,25840735,198300,35200,18300
2026-03-02,600067,冠城新材,213028466,14544196,9257890,47400,0,0
2026-03-02,600071,凤凰光学,242352731,12631592,8346516,5400,0,0
2026-03-02,600072,中船科技,487119358,39092438,39680505,78736,6400,300
2026-03-02,600073,光明肉业,437919821,11618199,15108046,210100,0,2400
2026-03-02,600075,新疆天业,177025490,24613902,29317319,281300,243300,4400
2026-03-02,600076,康欣新材,249469749,10394260,9613829,0,0,0
2026-03-02,600081,东风科技,140516203,3863618,3235957,32100,2600,0
2026-03-02,600085,同仁堂,1370592653,30017796,29128312,105550,300,1800
2026-03-02,600088,中视传媒,412829068,12328236,22648569,96300,7000,0
2026-03-02,600089,特变电工,7864376552,1197293146,1374185287,1087720,49300,166200
2026-03-02,600094,大名城,813478299,5686862,6085064,556900,10800,5100
2026-03-02,600095,湘财股份,823219796,28531732,28063023,509600,12600,28100
2026-03-02,600096,云天化,2637215742,624783809,605891200,559750,30000,69850
2026-03-02,600098,广州发展,279149605,41872461,38190636,152300,65400,5400
2026-03-02,600100,同方股份,1918131084,115516887,124065657,108324,49900,30800
2026-03-02,600101,明星电力,275660556,47538223,51751214,18300,0,0
2026-03-02,600104,上汽集团,3600064841,72360273,118065845,820000,47300,25700
2026-03-02,600105,永鼎股份,1556919477,428783472,431172194,490100,39500,5500
2026-03-02,600106,重庆路桥,603981141,18961539,21017823,43300,1000,4000
2026-03-02,600108,亚盛集团,442616212,61447252,40905922,564600,1200,0
2026-03-02,600109,国金证券,1914006864,53120460,56521895,176800,31200,3500
2026-03-02,600110,诺德股份,521685629,83682809,81756614,0,0,0
2026-03-02,600111,北方稀土,7743103121,1269989279,1324869480,461200,48600,48000
2026-03-02,600113,浙江东日,1568610651,28189357,23375421,31100,1400,2300
2026-03-02,600114,东睦股份,1131357882,50293102,107260875,13500,3100,500
2026-03-02,600115,中国东航,286102803,79152804,63767327,620700,146600,188700
2026-03-02,600116,三峡水利,309587896,29723600,18389881,107200,5900,300
2026-03-02,600118,中国卫星,3522432982,1224424196,970320607,415099,192199,108600
2026-03-02,600120,浙江东方,894043502,68838197,47222344,417113,32900,23300
2026-03-02,600121,郑州煤电,138803883,50170276,24065241,67100,200,800
2026-03-02,600123,兰花科创,373762464,47559832,44808382,452160,196400,114300
2026-03-02,600125,铁龙物流,474369915,47622836,59866685,39100,15400,200
2026-03-02,600126,杭钢股份,873293976,229326640,152187590,529800,97000,107800
2026-03-02,600127,金健米业,177108381,33966969,26794718,42700,1800,0
2026-03-02,600129,太极集团,367990243,10704818,14823558,161341,29700,600
2026-03-02,600131,国网信通,524651417,49857872,62622984,231500,1100,1200
2026-03-02,600132,重庆啤酒,307512761,7053310,19622185,166693,5200,600
2026-03-02,600133,东湖高新,1105535780,49248075,68333125,210000,6900,3100
2026-03-02,600135,乐凯胶片,247317345,18054081,12880496,0,0,0
2026-03-02,600138,中青旅,534683583,36097371,28472118,108400,1100,700
2026-03-02,600141,兴发集团,1036612577,178522272,157805239,48160,5800,9000
2026-03-02,600143,金发科技,1939908767,107020341,147263841,356168,40300,69029
2026-03-02,600150,中国船舶,6370235144,549984431,463056755,257330,12400,32000
2026-03-02,600151,航天机电,1003972884,79516195,83458316,402500,55200,90600
2026-03-02,600153,建发股份,339067726,9355166,8997885,421700,13600,2900
2026-03-02,600155,华创云信,1337979981,38750195,35581691,268500,66000,3700
2026-03-02,600157,永泰能源,1600609342,769428630,716115059,9205044,1141400,2436156
2026-03-02,600158,中体产业,886491786,85537096,58174248,266600,37300,2400
2026-03-02,600160,巨化股份,3173296647,184627658,242382697,159100,13400,14200
2026-03-02,600161,天坛生物,1466049426,24992084,19280006,208360,3700,6100
2026-03-02,600162,香江控股,156805297,14930497,13130770,21800,13600,0
2026-03-02,600163,中闽能源,272793708,44407464,56706049,257376,88576,78800
2026-03-02,600166,福田汽车,572785059,38809700,43825129,489700,232900,91200
2026-03-02,600167,联美控股,616444800,4416402,5330832,53700,4000,5600
2026-03-02,600168,武汉控股,159918064,8555276,5664124,0,0,0
2026-03-02,600170,上海建工,932739892,89593670,101819865,2800900,9700,29700
2026-03-02,600171,上海贝岭,967516472,41330069,37333779,165497,4400,800
2026-03-02,600172,黄河旋风,581572986,197049450,157377671,37900,200,0
2026-03-02,600176,中国巨石,1411212134,245003717,441737304,273400,13000,75200
2026-03-02,600177,雅戈尔,448609630,36989742,16756463,374098,4400,89500
2026-03-02,600179,安通控股,708883654,44325508,55092598,386400,41600,1500
2026-03-02,600180,瑞茂通,123327114,5102772,5375846,0,0,0
2026-03-02,600183,生益科技,1793235904,260170648,210610233,210300,2400,2000
2026-03-02,600184,光电股份,261798532,42113014,28196469,14200,0,0
2026-03-02,600185,珠免集团,513884505,46023729,23338059,406200,44100,6600
2026-03-02,600186,莲花控股,539161638,50319931,70573038,67600,18600,46600
2026-03-02,600187,国中水务,115560269,1955459,3945213,100,0,0
2026-03-02,600188,兖矿能源,500800521,131614769,123262275,437365,58700,252000
2026-03-02,600192,长城电工,163763818,7471084,8869745,16594,1100,0
2026-03-02,600195,中牧股份,217637518,14309416,6173240,6600,0,700
2026-03-02,600196,复星医药,2105257183,50446543,69547305,55100,3300,23200
2026-03-02,600197,伊力特,183991617,8916108,7027172,147700,5100,900
2026-03-02,600199,金种子酒,213708846,10248524,13694374,30300,300,400
2026-03-02,600201,生物股份,1620470143,36441526,64493328,254700,6800,17600
2026-03-02,600203,福日电子,107042830,27817831,15924193,0,0,0
2026-03-02,600206,有研新材,710316310,176414166,176768531,163600,5100,34100
2026-03-02,600207,安彩高科,284601166,21947425,15379174,22300,7200,600
2026-03-02,600208,衢州发展,1232273767,35012634,29084024,360500,9000,6000
2026-03-02,600210,紫江企业,423229984,18749369,18842209,260800,7100,21400
2026-03-02,600211,西藏药业,316298994,9169259,9202954,3400,1000,0
2026-03-02,600212,绿能慧充,144515577,8650585,6195050,0,0,0
2026-03-02,600216,浙江医药,611458483,50266458,135540544,296900,17000,29400
2026-03-02,600217,中再资环,388441632,26536361,40413983,389035,7500,1100
2026-03-02,600218,全柴动力,380359130,19350511,14595290,85800,0,4400
2026-03-02,600219,南山铝业,1860984906,215636602,236567972,515900,80700,40900
2026-03-02,600221,海航控股,937580437,74751178,72062245,0,0,0
2026-03-02,600222,太龙药业,245310744,16881358,12433960,0,0,0
2026-03-02,600223,福瑞达,392411342,9080205,8947013,176900,11400,1900
2026-03-02,600229,城市传媒,151388825,5946997,7134939,44300,8200,1400
2026-03-02,600230,沧州大化,251756099,80297628,66656017,25520,0,200
2026-03-02,600231,凌钢股份,107603002,8682545,14043153,31100,0,3000
2026-03-02,600233,圆通速递,259699099,39107433,34765687,284200,7100,49300
2026-03-02,600236,桂冠电力,100538582,17999620,13632757,16926,9500,0
2026-03-02,600237,铜峰电子,420481405,63270534,55725947,23700,21600,400
2026-03-02,600246,万通发展,1952785705,46116733,51924588,161800,8400,82100
2026-03-02,600248,陕建股份,250374448,13509852,12769780,628500,16000,2600
2026-03-02,600251,冠农股份,383869120,29188181,19128868,700,0,0
2026-03-02,600252,中恒集团,350872437,11378444,14181907,341400,24600,400
2026-03-02,600255,鑫科材料,404687967,23542519,21711311,57700,0,1400
2026-03-02,600256,广汇能源,1970695093,571032121,238966300,590000,245800,34000
2026-03-02,600257,大湖股份,226343765,23817293,28703008,9900,0,0
2026-03-02,600258,首旅酒店,160920816,13812428,15218163,212100,4200,2900
2026-03-02,600259,中稀有色,925762827,290226790,203248577,93400,9300,26900
2026-03-02,600261,阳光照明,167988087,5493318,13576734,9900,200,100
2026-03-02,600266,城建发展,531329254,37257524,24301658,398000,14500,2900
2026-03-02,600267,海正药业,807365302,22129840,11955860,69300,4900,3000
2026-03-02,600268,国电南自,448151797,75950799,66559278,0,0,0
2026-03-02,600269,赣粤高速,271096542,12919822,14057524,337000,31200,14700
2026-03-02,600271,航天信息,827207770,22618869,46818609,449700,6300,2900
2026-03-02,600273,嘉化能源,259430480,24736148,27902837,90200,7800,4900
2026-03-02,600276,恒瑞医药,4831355475,354491517,293765543,351158,17300,13300
2026-03-02,600278,东方创业,223443770,11219073,10448119,0,0,700
2026-03-02,600282,南钢股份,207679114,20910365,25204402,246100,32400,2900
2026-03-02,600284,浦东建设,484105772,17973157,15831751,60100,400,800
2026-03-02,600285,羚锐制药,419381177,16443707,17840286,19700,3000,400
2026-03-02,600288,大恒科技,272757721,26942718,20378838,4100,0,0
2026-03-02,600292,电投水电,473510165,17976049,23310653,95400,3200,4800
2026-03-02,600293,三峡新材,147022237,18945051,17549300,124300,1000,2600
2026-03-02,600295,鄂尔多斯,134594060,17141654,16264737,239600,46600,14200
2026-03-02,600298,安琪酵母,481178999,14509612,15908777,227100,1000,1900
2026-03-02,600299,安迪苏,202654058,48171644,38785014,111300,52300,2400
2026-03-02,600305,恒顺醋业,184109293,9643852,8105859,136700,5700,58400
2026-03-02,600307,酒钢宏兴,211479012,23164792,28685759,5300,700,2800
2026-03-02,600308,华泰股份,287163113,19953534,11839648,16900,0,0
2026-03-02,600309,万华化学,3011951879,336353763,370852296,377100,22900,31500
2026-03-02,600310,广西能源,160789679,23263314,24905057,2100,0,0
2026-03-02,600312,平高电气,1315858451,99012317,100985616,220300,1700,4100
2026-03-02,600313,农发种业,299441659,75787489,65622007,62000,500,3500
2026-03-02,600315,上海家化,354768710,9341453,13797562,133200,100,500
2026-03-02,600316,洪都航空,1021265075,122914394,170862148,179300,25400,2700
2026-03-02,600318,新力金融,324415092,26903770,30809727,182100,20300,22800
2026-03-02,600320,振华重工,457337482,44219512,46520748,94200,11800,0
2026-03-02,600322,津投城开,47338583,2210206,3345553,0,0,30000
2026-03-02,600323,瀚蓝环境,259404419,21862647,23322449,15200,3200,2200
2026-03-02,600325,华发股份,696670012,34128198,32267634,1267900,19100,5100
2026-03-02,600326,西藏天路,733550952,35747913,35694742,140900,0,500
2026-03-02,600328,中盐化工,395021540,50064875,38459328,108900,80400,1700
2026-03-02,600329,达仁堂,485316427,12374424,9500094,178000,500,1400
2026-03-02,600330,天通股份,1103521546,282221571,244725114,327400,42200,14800
2026-03-02,600331,宏达股份,1563597788,185811241,170835216,663000,101500,8200
2026-03-02,600332,白云山,1025873551,29556917,32877532,107600,800,9700
2026-03-02,600333,长春燃气,76997994,12040184,4810820,3300,0,1000
2026-03-02,600335,国机汽车,267760194,23026239,25999100,180100,5000,3900
2026-03-02,600336,澳柯玛,527126539,18996151,31586499,5400,0,2800
2026-03-02,600337,美克家居,132076591,20069493,11014567,48000,0,0
2026-03-02,600338,西藏珠峰,1277072301,146578919,121406940,117500,21900,28800
2026-03-02,600339,中油工程,375463818,110677685,83014614,831700,165700,1400
2026-03-02,600340,华夏幸福,185011699,4526898,2943277,0,0,0
2026-03-02,600343,航天动力,1283685808,206141437,269897153,19300,0,0
2026-03-02,600345,长江通信,476176728,150047067,164833457,9800,100,500
2026-03-02,600346,恒力石化,2049939192,140033135,113324693,231300,10800,5800
2026-03-02,600348,华阳股份,1066771024,82601985,83264894,1077900,2400,27000
2026-03-02,600350,山东高速,24101868,5487474,4067254,36800,600,1300
2026-03-02,600351,亚宝药业,216382683,6297565,7472318,51000,1600,400
2026-03-02,600352,浙江龙盛,1094066490,174517054,209756613,907900,28000,77100
2026-03-02,600353,旭光电子,687218831,73689312,42626927,40000,11900,6800
2026-03-02,600354,敦煌种业,245569132,52791494,31502230,44400,12400,100
2026-03-02,600359,新农开发,100309071,18701259,19571617,4100,0,100
2026-03-02,600362,江西铜业,2603460860,474218590,418344127,159900,10700,24300
2026-03-02,600363,联创光电,2046380121,110806997,101850819,59790,15300,1500
2026-03-02,600366,宁波韵升,452525311,46698883,53225675,244500,4700,200
2026-03-02,600367,红星发展,405711190,94077859,72652721,11400,1700,0
2026-03-02,600368,五洲交通,177747710,12428676,9522760,18500,800,6000
2026-03-02,600369,西南证券,940994501,33637719,23744066,223500,4000,4900
2026-03-02,600372,中航机载,1820725174,223372795,212108000,100900,5700,45200
2026-03-02,600373,中文传媒,323721383,18629874,21446172,547800,33900,14000
2026-03-02,600376,首开股份,268053403,18261416,33937055,186200,160000,6900
2026-03-02,600377,宁沪高速,108851401,8076398,11944422,85700,3400,2600
2026-03-02,600378,昊华科技,266587648,36223967,25174602,56900,3800,1100
2026-03-02,600379,宝光股份,148399737,10347834,12192724,2000,0,100
2026-03-02,600380,健康元,813597361,24549731,16432198,494700,5100,1300
2026-03-02,600383,金地集团,1047343312,37932236,45012440,178600,2600,200
2026-03-02,600386,北巴传媒,177477377,8133098,9232936,5800,700,1800
2026-03-02,600388,龙净环保,509664671,47856964,29014402,30200,10300,19600
2026-03-02,600389,江山股份,344291312,74154324,40004536,46700,2000,12700
2026-03-02,600390,五矿资本,1165596368,42615165,56777037,1597700,316500,4700
2026-03-02,600391,航发科技,478753611,118920465,117740148,25000,1500,2400
2026-03-02,600392,盛和资源,2291490050,503939151,547839642,292900,44400,79600
2026-03-02,600395,盘江股份,472131800,22117665,23140807,138000,42600,40100
2026-03-02,600398,海澜之家,207392291,29598589,22933509,817300,234200,127600
2026-03-02,600399,抚顺特钢,687591989,169342677,179724386,244600,68700,74500
2026-03-02,600400,红豆股份,139430373,9194171,6014864,62500,0,31500
2026-03-02,600403,大有能源,93128187,19809351,23510313,157000,3600,800
2026-03-02,600405,动力源,149970564,7191857,9042311,0,0,0
2026-03-02,600406,国电南瑞,2590287691,315817761,337905250,377394,122900,13100
2026-03-02,600409,三友化工,257222099,38562530,44845456,694888,136700,27700
2026-03-02,600410,华胜天成,2543202951,1471070934,1302652533,35600,0,0
2026-03-02,600415,小商品城,1893469954,70533673,79656213,224900,89500,25000
2026-03-02,600416,湘电股份,1148268516,76121784,80772400,239300,5300,5300
2026-03-02,600418,江淮汽车,11189953469,311507095,327963822,233800,10000,29400
2026-03-02,600420,国药现代,534183064,7334978,12565751,82300,4100,1100
2026-03-02,600422,昆药集团,354626534,11972923,10741821,205000,40000,800
2026-03-02,600425,青松建化,408315783,13323880,16000947,200000,0,0
2026-03-02,600426,华鲁恒升,476493496,153266226,81321671,323400,45200,19900
2026-03-02,600428,中远海特,560224388,134559298,77830722,159300,27900,55100
2026-03-02,600433,冠豪高新,302999683,24775476,27214609,8000,0,0
2026-03-02,600435,北方导航,1058873810,285880482,212587704,455014,241814,11800
2026-03-02,600436,片仔癀,1802272460,55592543,56363537,83816,4600,600
2026-03-02,600438,通威股份,2523535464,0,25576412,231806,0,0
2026-03-02,600446,金证股份,1109708055,45190474,32109348,211800,8100,1700
2026-03-02,600448,华纺股份,116653761,4443251,10601975,164200,0,0
2026-03-02,600449,宁夏建材,344296415,15519374,19708572,9800,0,1300
2026-03-02,600452,涪陵电力,1138078193,205708788,141985881,315850,17800,21500
2026-03-02,600456,宝钛股份,768942132,222143603,149095005,64700,26300,22000
2026-03-02,600458,时代新材,346986630,11759264,13565972,6600,2700,0
2026-03-02,600459,贵研铂业,1278710629,322323686,237165876,144200,77200,23300
2026-03-02,600460,士兰微,1832940519,139692411,159336540,85200,15700,4300
2026-03-02,600461,洪城环境,59919528,9820414,7677537,40600,4500,1700
2026-03-02,600467,好当家,149774300,23147387,22650737,0,0,0
2026-03-02,600469,风神股份,80399428,7663494,6217366,300,0,0
2026-03-02,600470,六国化工,212068299,83961679,100391709,2100,0,0
2026-03-02,600475,华光环能,498793363,44371335,51820818,100100,2300,1000
2026-03-02,600477,杭萧钢构,232733468,41740053,41427814,404200,100,0
2026-03-02,600478,科力远,500383476,104628434,126329138,222500,92800,132800
2026-03-02,600480,凌云股份,496602345,22489326,15065390,189010,14800,900
2026-03-02,600481,双良节能,682610610,11916648,39359088,82500,0,0
2026-03-02,600482,中国动力,1603572755,141402615,151111762,138348,2500,36700
2026-03-02,600483,福能股份,453425889,37747619,57169622,120500,2300,47900
2026-03-02,600486,扬农化工,193994770,33297711,39417139,61060,27520,2100
2026-03-02,600487,亨通光电,2550003900,818100664,884240208,990435,65000,123000
2026-03-02,600489,中金黄金,3692228114,770645625,578863503,398700,132700,25800
2026-03-02,600490,鹏欣资源,1494160516,185527440,190829449,257700,118400,46700
2026-03-02,600491,龙元建设,252519461,6763508,9854243,85400,0,1900
2026-03-02,600495,晋西车轴,241485267,7721445,10519392,148858,500,0
2026-03-02,600496,精工钢构,74697126,10412811,17065751,36900,0,0
2026-03-02,600497,驰宏锌锗,1852129453,429722085,360083149,1620200,66400,63300
2026-03-02,600498,烽火通信,2729675640,291831492,305231242,316800,11500,68000
2026-03-02,600499,科达制造,442068446,46535666,39507292,214800,12700,9300
2026-03-02,600500,中化国际,551932165,58665829,33844971,380,0,0
2026-03-02,600501,航天晨光,567436984,45012485,37249173,12100,2000,0
2026-03-02,600502,安徽建工,241287552,10014132,12262893,148500,52200,1200
2026-03-02,600503,华丽家族,255076990,4634892,3973387,0,0,0
2026-03-02,600505,西昌电力,159093841,36643752,33572316,21200,200,1600
2026-03-02,600507,方大特钢,105896476,17568999,20602903,283700,11300,157800
2026-03-02,600508,上海能源,237827740,19506245,14624797,20400,7200,100
2026-03-02,600509,天富能源,742325662,82643098,94958758,427100,6100,15800
2026-03-02,600510,黑牡丹,386494995,52205175,27109277,45200,19300,4400
2026-03-02,600511,国药股份,412441308,29337430,32584412,159346,400,1400
2026-03-02,600512,腾达建设,238084558,14040319,20518157,165100,500,700
2026-03-02,600515,海南机场,869024562,48868707,46985749,156100,7200,60400
2026-03-02,600516,方大炭素,843285238,156478127,140194748,1503900,38400,61700
2026-03-02,600517,国网英大,465517870,59554031,65498473,246945,1400,34300
2026-03-02,600518,康美药业,609146999,35656996,42252001,88500,0,1800
2026-03-02,600519,贵州茅台,16924418156,399761827,337649854,115015,4400,4000
2026-03-02,600521,华海药业,1032840886,25254705,17549238,617400,130900,6900
2026-03-02,600522,中天科技,1800127981,568247290,658559341,276600,79100,36300
2026-03-02,600523,贵航股份,305033782,20277491,18899405,2100,0,100
2026-03-02,600528,中铁工业,518777978,17794139,36096222,101000,6500,12300
2026-03-02,600529,山东药玻,873472272,21319768,16789215,377100,4100,2500
2026-03-02,600531,豫光金铅,1430413379,383836154,283085550,305700,45700,15200
2026-03-02,600533,栖霞建设,144942311,6161633,4314573,105900,3300,100
2026-03-02,600535,天士力,796183743,13264420,12228675,361900,55600,5500
2026-03-02,600536,中国软件,1816343118,54304111,60366694,126151,20800,5800
2026-03-02,600537,亿晶光电,176094861,11290127,9538339,0,0,0
2026-03-02,600545,卓郎智能,156843425,38727190,33004331,2400,0,100
2026-03-02,600546,山煤国际,481955926,59849709,63254364,234600,10000,1400
2026-03-02,600547,山东黄金,3066676532,787612298,481678775,222272,88800,5600
2026-03-02,600548,深高速,93939428,3767401,5850542,6900,0,2900
2026-03-02,600549,厦门钨业,3333598184,812895856,824881670,630500,32800,27600
2026-03-02,600550,保变电气,716852520,159619447,166292585,353000,6000,61100
2026-03-02,600551,时代出版,222295069,11075049,11725557,3300,600,0
2026-03-02,600552,凯盛科技,746121572,76829082,64433156,148100,16100,18500
2026-03-02,600556,天下秀,484912026,44307161,57928763,483700,8800,2800
2026-03-02,600557,康缘药业,248413975,10695394,4478290,45900,2500,7700
2026-03-02,600559,老白干酒,504407723,13861368,10276541,322700,6400,2500
2026-03-02,600562,国睿科技,480958583,79588440,79788380,112100,6700,1500
2026-03-02,600563,法拉电子,680752181,76119908,80499379,66300,1300,1300
2026-03-02,600566,济川药业,148179591,4467740,10292657,84400,4700,2600
2026-03-02,600567,山鹰国际,473403435,33226972,42401600,315200,1300,1000
2026-03-02,600569,安阳钢铁,71961409,17180001,14718222,81100,10000,80800
2026-03-02,600570,恒生电子,3533131765,131360740,107550230,353894,6800,17300
2026-03-02,600571,信雅达,562258635,42952327,21397939,13200,2900,0
2026-03-02,600572,康恩贝,437031729,25558648,24825330,335400,16300,12800
2026-03-02,600575,淮河能源,357398426,13891174,31163666,60300,8300,11200
2026-03-02,600577,精达股份,2043198650,125535510,130047489,698600,27100,12600
2026-03-02,600578,京能电力,263185023,27532118,32020388,318400,5400,4200
2026-03-02,600580,卧龙电驱,2787926517,170779954,224188961,416201,3000,126040
2026-03-02,600581,八一钢铁,70468968,1462634,5943519,0,0,0
2026-03-02,600582,天地科技,377870449,27920028,23692022,440400,3200,1900
2026-03-02,600583,海油工程,1114804240,188773059,218714016,443300,206300,17400
2026-03-02,600584,长电科技,3479120902,262868409,369185426,129600,9200,2400
2026-03-02,600585,海螺水泥,1209876911,77261331,178685162,156300,25100,65000
2026-03-02,600586,金晶科技,302693844,36401285,62045476,350300,25000,19700
2026-03-02,600587,新华医疗,432557901,16761556,11077937,73510,3000,500
2026-03-02,600588,用友网络,1826703510,84560171,82985319,703060,33300,15300
2026-03-02,600589,大位科技,944794327,287625932,277676094,39700,0,300
2026-03-02,600590,泰豪科技,426383502,109335135,133304471,80200,2500,2300
2026-03-02,600592,龙溪股份,434676716,32804998,24146872,11000,0,300
2026-03-02,600594,益佰制药,249082918,7953216,3825861,62900,45100,0
2026-03-02,600595,中孚实业,429219895,58158708,36044728,183600,34300,18100
2026-03-02,600596,新安股份,504028767,42714250,36043016,87120,5500,1800
2026-03-02,600597,光明乳业,330707967,11071449,7939907,511000,29600,4100
2026-03-02,600598,北大荒,634977735,141470252,124764142,203400,30100,22400
2026-03-02,600600,青岛啤酒,503019101,39249877,14903744,92699,700,2000
2026-03-02,600601,方正科技,2183116865,120810898,139643990,404400,132600,14300
2026-03-02,600602,云赛智联,722448631,120964025,106804778,99300,4700,60400
2026-03-02,600604,市北高新,318741330,7716914,7861957,289900,1400,0
2026-03-02,600606,绿地控股,653944286,17888597,15256985,2161481,3000,6100
2026-03-02,600609,金杯汽车,444509126,9386160,9635648,105900,2000,500
2026-03-02,600610,中毅达,191919629,24963139,19331627,36300,0,0
2026-03-02,600611,大众交通,432482234,9813111,23193036,63600,0,0
2026-03-02,600612,老凤祥,183138649,11541762,18072918,75500,4200,8300
2026-03-02,600616,金枫酒业,188107861,5833912,5699652,26900,0,0
2026-03-02,600617,国新能源,128588939,23214910,17689976,25400,20100,6600
2026-03-02,600618,氯碱化工,249894904,25606474,33601647,108500,3300,200
2026-03-02,600619,海立股份,731475043,29924461,38298077,10900,3200,0
2026-03-02,600620,天宸股份,268180107,6902904,6009389,19300,0,0
2026-03-02,600621,华鑫股份,718214993,39012863,43022034,216700,11300,25700
2026-03-02,600622,光大嘉宝,167341066,12713185,12164994,88200,87700,1200
2026-03-02,600623,华谊集团,382802043,39535080,40054002,58300,11300,500
2026-03-02,600626,申达股份,263177284,13941492,8177036,0,0,0
2026-03-02,600630,龙头股份,240272656,14623880,9547787,36900,100,0
2026-03-02,600633,浙数文化,645131272,119616152,128042390,422200,114900,9900
2026-03-02,600635,大众公用,725982425,21533145,32454104,638100,95900,26600
2026-03-02,600637,东方明珠,1407673682,113154607,117837955,856636,3900,3600
2026-03-02,600639,浦东金桥,158330671,6766461,8021824,118500,2000,0
2026-03-02,600640,国脉文化,224889447,22908051,22115666,25499,1900,1000
2026-03-02,600641,先导基电,1066952718,60613661,74332758,27700,4100,26500
2026-03-02,600642,申能股份,235919304,29190234,27185606,87000,11700,0
2026-03-02,600643,爱建集团,315331656,7345919,12750280,264700,5900,3900
2026-03-02,600644,乐山电力,233379512,104732259,86553896,29500,0,0
2026-03-02,600645,中源协和,915063651,99637438,39550003,143100,2200,200
2026-03-02,600648,外高桥,645324918,3170534,7736431,102300,200,2400
2026-03-02,600649,城投控股,424811443,47984426,43700594,519400,207800,172700
2026-03-02,600651,飞乐音响,364034072,14741186,21266222,10600,7900,3100
2026-03-02,600653,申华控股,123534004,4216290,5171734,11200,0,21100
2026-03-02,600655,豫园股份,231454776,9346606,9447016,999000,215300,7000
2026-03-02,600657,信达地产,218829118,6763161,4350460,262900,5200,0
2026-03-02,600660,福耀玻璃,2180938877,47253745,38755404,132400,1200,2400
2026-03-02,600661,昂立教育,178553124,12730708,4515036,0,0,0
2026-03-02,600662,外服控股,211660594,13565796,11073329,37800,4200,1500
2026-03-02,600663,陆家嘴,166340898,5942565,5878421,787784,2700,1000
2026-03-02,600664,哈药股份,357037652,9292931,14189376,385500,48300,5200
2026-03-02,600667,太极实业,926312028,143125905,158706767,665900,38900,34100
2026-03-02,600668,尖峰集团,352997149,11749260,7095365,26600,0,1000
2026-03-02,600673,东阳光,2860164476,0,30963113,493700,0,0
2026-03-02,600674,川投能源,962716669,71004919,65446774,288100,12000,5000
2026-03-02,600675,中华企业,363769721,23862491,23126441,779000,19500,0
2026-03-02,600676,交运股份,180436470,34939229,20217456,600,0,2200
2026-03-02,600681,百川能源,165531325,17485135,17613621,87100,39400,8100
2026-03-02,600682,南京新百,367770047,20222635,10880446,229800,5000,45400
2026-03-02,600684,珠江股份,230613161,27034892,23314078,64900,200,1700
