tradeDate,标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
2026-03-18,688362,甬矽电子,470750330,17389263,20144408,8959,0,700
2026-03-18,688363,华熙生物,565823372,7797935,9782798,115411,0,2500
2026-03-18,688365,光云科技,242284453,17035787,16595522,22081,0,0
2026-03-18,688366,昊海生科,120415080,1121681,1195243,7336,600,0
2026-03-18,688367,工大高科,203450120,8982505,7924300,0,0,0
2026-03-18,688368,晶丰明源,237471271,30095852,26510111,3517,0,0
2026-03-18,688369,致远互联,145962796,9227607,13457681,0,0,0
2026-03-18,688370,丛麟科技,109809344,2218135,1748808,0,0,0
2026-03-18,688371,菲沃泰,107715785,3573949,2240943,16485,0,0
2026-03-18,688372,伟测科技,721008518,116658528,104941784,36657,1932,0
2026-03-18,688373,盟科药业,77918135,14207357,6367583,0,0,0
2026-03-18,688375,国博电子,443603154,30602949,33129156,90343,3421,3242
2026-03-18,688376,美埃科技,148925865,16724625,21839489,5421,200,500
2026-03-18,688377,迪威尔,466659840,4916468,7731177,6998,0,200
2026-03-18,688378,奥来德,445741211,12699893,15199690,10441,0,0
2026-03-18,688379,华光新材,254161773,9491287,11155419,5535,0,0
2026-03-18,688380,中微半导,423155306,115631745,103034469,37298,3300,1000
2026-03-18,688381,帝奥微,217725600,14876727,11251564,9496,0,2300
2026-03-18,688382,益方生物,191001484,18555034,16085970,162028,400,0
2026-03-18,688383,新益昌,230697539,3114353,2747297,4215,0,700
2026-03-18,688385,复旦微电,788371731,124365965,148405279,89345,24923,200
2026-03-18,688386,泛亚微透,426230357,9235451,15398814,0,0,0
2026-03-18,688387,信科移动,1020244715,156290523,155123439,513718,71352,12511
2026-03-18,688388,嘉元科技,950961935,108517997,54827026,8106,0,0
2026-03-18,688389,普门科技,208400377,2392264,1912472,19401,0,0
2026-03-18,688390,固德威,643466166,39102670,62315934,25107,3109,3786
2026-03-18,688391,钜泉科技,118423654,4116730,6551348,0,0,0
2026-03-18,688392,骄成超声,401056410,14948632,13467738,3100,0,0
2026-03-18,688393,安必平,117694636,2558644,4165492,12600,0,700
2026-03-18,688395,正弦电气,39740527,3551532,2520101,0,0,0
2026-03-18,688396,华润微,1217301822,60859300,54271646,49349,5873,7600
2026-03-18,688398,赛特新材,333494791,8021406,1676602,14463,500,0
2026-03-18,688399,硕世生物,348908730,4147473,6059576,6100,0,200
2026-03-18,688400,凌云光,748674421,63669638,55135188,84944,6000,200
2026-03-18,688401,路维光电,380643585,21400356,15219576,5502,0,0
2026-03-18,688403,汇成股份,920534910,102707196,43131941,253201,0,6000
2026-03-18,688408,中信博,458323262,20945452,15907437,61340,1800,400
2026-03-18,688409,富创精密,308586446,40177404,25773652,66229,600,900
2026-03-18,688410,山外山,97522516,3258678,5485026,20400,0,0
2026-03-18,688411,海博思创,1298004139,168205909,168183594,0,0,0
2026-03-18,688416,恒烁股份,305473756,61250331,53220675,0,0,0
2026-03-18,688418,震有科技,618850364,24731504,25990427,0,0,0
2026-03-18,688419,耐科装备,75193490,11660287,19151225,0,0,0
2026-03-18,688420,美腾科技,34804470,1919768,2044892,0,0,0
2026-03-18,688425,铁建重工,557185231,33915847,22274871,509538,2400,1376
2026-03-18,688426,康为世纪,66429126,2086727,1908387,0,0,0
2026-03-18,688428,诺诚健华,424946825,19635990,19410683,0,0,2200
2026-03-18,688429,时创能源,96414474,17179919,14389280,0,0,0
2026-03-18,688432,有研硅,253298647,16227347,15350352,32099,2100,3302
2026-03-18,688433,华曙高科,348948840,34492852,22065775,57110,600,1900
2026-03-18,688435,英方软件,196757079,8388487,16578099,0,0,0
2026-03-18,688439,振华风光,596673044,9341148,13668678,15177,0,0
2026-03-18,688443,智翔金泰,156656640,5011435,3866589,27320,0,0
2026-03-18,688448,磁谷科技,216330189,7448367,9144232,2290,0,0
2026-03-18,688449,联芸科技,602651958,79623353,66371378,1100,900,0
2026-03-18,688450,光格科技,62755252,3404208,3183934,0,0,0
2026-03-18,688455,科捷智能,82677764,7444691,4155353,0,0,0
2026-03-18,688456,有研粉材,286819511,11162931,14956350,4498,0,0
2026-03-18,688458,美芯晟,169724549,5536715,5207383,8100,0,0
2026-03-18,688459,哈铁科技,87107729,1000837,1630832,0,0,0
2026-03-18,688466,金科环境,45065927,1767466,3548839,0,0,0
2026-03-18,688468,科美诊断,142570831,2738016,3823566,38276,0,0
2026-03-18,688469,芯联集成,1458918505,43498862,52312704,660390,17500,4400
2026-03-18,688472,阿特斯,1152894294,194059355,155427009,206440,3100,4100
2026-03-18,688475,萤石网络,233407840,10022302,6157111,103989,2600,0
2026-03-18,688478,晶升股份,243658414,10371442,4797598,0,0,0
2026-03-18,688479,友车科技,113039807,14041361,9422593,0,0,0
2026-03-18,688480,赛恩斯,435342224,13954777,17440679,0,0,0
2026-03-18,688484,南芯科技,385443620,12273505,10019620,76841,0,200
2026-03-18,688485,九州一轨,152713022,12703548,8698116,0,0,0
2026-03-18,688486,龙迅股份,259877837,6171137,5213026,4200,0,0
2026-03-18,688488,艾迪药业,161264165,14569335,6281790,14932,200,0
2026-03-18,688489,三未信安,104005598,1738674,2238961,0,0,0
2026-03-18,688496,清越科技,53900420,5016017,5100151,0,0,0
2026-03-18,688498,源杰科技,1257630333,254746656,212118916,13980,1000,200
2026-03-18,688499,利元亨,534526676,13613465,18812456,7972,0,0
2026-03-18,688500,慧辰股份,261408819,6751042,7077201,0,0,0
2026-03-18,688501,青达环保,206316509,8494160,11445441,10000,200,1500
2026-03-18,688502,茂莱光学,311489526,20742544,16545158,7911,0,36
2026-03-18,688503,聚和材料,956582352,61571673,72676235,44139,10269,2700
2026-03-18,688505,复旦张江,146619740,1649674,1991859,39833,3633,0
2026-03-18,688506,百利天恒,412524609,19205668,14262409,12733,928,700
2026-03-18,688507,索辰科技,533003790,42928026,40834594,0,0,0
2026-03-18,688508,芯朋微,544488353,11917248,18355618,3000,1600,0
2026-03-18,688509,正元地信,149582929,2845710,6798725,0,0,0
2026-03-18,688510,航亚科技,209688660,24843442,28685020,10586,0,0
2026-03-18,688512,慧智微,121862704,14357482,17845733,0,0,0
2026-03-18,688513,苑东生物,122134429,8505194,4636720,5000,0,0
2026-03-18,688515,裕太微,286122229,18434577,20794910,3997,0,3500
2026-03-18,688516,奥特维,383782221,65708879,94089685,49715,6400,700
2026-03-18,688517,金冠电气,110013518,12424589,9140647,0,0,0
2026-03-18,688518,联赢激光,413953914,9263205,24020577,31030,0,0
2026-03-18,688519,南亚新材,247378037,70891496,109488511,33244,1590,2300
2026-03-18,688520,神州细胞,223763244,3914891,5123369,78523,0,1000
2026-03-18,688521,芯原股份,2602844899,384853918,226792814,19349,0,0
2026-03-18,688522,纳睿雷达,455823943,9697137,7594007,55367,1200,0
2026-03-18,688523,航天环宇,386585843,41437846,45919544,32751,500,0
2026-03-18,688525,佰维存储,5759282513,1894229968,1606488604,110884,29813,14107
2026-03-18,688526,科前生物,133106836,1140334,3311454,37686,0,0
2026-03-18,688528,秦川物联,26364767,2317436,2780847,0,0,0
2026-03-18,688529,豪森智能,136244065,1148850,2378012,16700,0,0
2026-03-18,688530,欧莱新材,164093181,28792823,28337844,0,0,0
2026-03-18,688531,日联科技,452710085,25548039,23631635,2977,0,0
2026-03-18,688533,上声电子,125157225,18449967,23542809,10391,0,0
2026-03-18,688535,华海诚科,668025883,82657635,62533511,5012,0,0
2026-03-18,688536,思瑞浦,813405607,61499347,62501533,12964,3200,1500
2026-03-18,688538,和辉光电,542389603,16465866,6053342,2835847,128100,44600
2026-03-18,688539,高华科技,296083778,12188497,12682285,0,0,0
2026-03-18,688543,国科军工,757109734,29061210,33925892,6951,3200,4200
2026-03-18,688545,兴福电子,301282513,19430222,14561576,7857,5257,0
2026-03-18,688548,广钢气体,338263563,23598881,33198000,148787,7500,7600
2026-03-18,688549,中巨芯,276072865,29272049,19656895,153127,2200,800
2026-03-18,688550,瑞联新材,307260298,9210529,28616331,6700,0,0
2026-03-18,688551,科威尔,121975071,16069160,20228154,8841,0,0
2026-03-18,688552,航天南湖,222723302,4523689,6741131,41122,1200,200
2026-03-18,688553,汇宇制药,220734942,4075615,10200611,16087,0,0
2026-03-18,688556,高测股份,738831409,43794660,57183553,54784,600,1200
2026-03-18,688557,兰剑智能,125722090,2854071,4005500,8132,0,0
2026-03-18,688558,国盛智科,106670763,2524277,2648983,0,0,0
2026-03-18,688559,海目星,899424018,64253608,68588288,58534,4233,15100
2026-03-18,688560,明冠新材,121839233,6301339,4363692,0,0,0
2026-03-18,688561,奇安信,580274150,23400320,19336703,202871,6001,0
2026-03-18,688562,航天软件,252223965,8061415,7832667,0,0,0
2026-03-18,688563,航材股份,373484031,20597199,21019711,81353,0,0
2026-03-18,688565,力源科技,51696456,2628340,2196237,0,0,0
2026-03-18,688566,吉贝尔,168176290,30642825,53073504,9293,2000,0
2026-03-18,688567,孚能科技,581261220,12332093,9983664,173132,0,2000
2026-03-18,688568,中科星图,1103131882,75562188,72886417,362813,9150,17800
2026-03-18,688569,铁科轨道,84204782,1853669,1823651,0,0,0
2026-03-18,688570,天玛智控,100736140,2492204,3264772,19008,1200,0
2026-03-18,688571,杭华股份,119158054,3339372,2940644,0,0,0
2026-03-18,688573,信宇人,71367228,2500521,3070481,0,0,0
2026-03-18,688575,亚辉龙,445085780,7392969,8054820,143225,800,1343
2026-03-18,688576,西山科技,123261706,1789244,2858584,0,0,0
2026-03-18,688577,浙海德曼,144577704,8800333,6728374,1200,0,0
2026-03-18,688578,艾力斯,1104092282,23845698,19831262,120800,0,600
2026-03-18,688579,地纬智能,275598777,17236583,8433277,5000,800,0
2026-03-18,688580,伟思医疗,241887966,10150120,12373762,5085,0,1600
2026-03-18,688581,安杰思,115234941,2612211,3963531,5000,0,0
2026-03-18,688582,芯动联科,1069773553,16432757,11256511,122922,1100,200
2026-03-18,688583,思看科技,344580231,8019105,7385924,3245,0,0
2026-03-18,688584,上海合晶,153783707,3856381,6920296,6700,400,0
2026-03-18,688585,上纬新材,670707563,34650830,34270460,0,0,0
2026-03-18,688586,江航装备,274749686,38381454,30055677,122129,1400,1400
2026-03-18,688588,凌志软件,278094333,4081253,3882318,0,0,0
2026-03-18,688589,力合微,217708399,6405519,13299708,7100,0,0
2026-03-18,688590,新致软件,173730807,12986217,6765251,16900,0,0
2026-03-18,688591,泰凌微,521022096,11746547,10121455,60669,2237,0
2026-03-18,688592,司南导航,176785335,4609438,7382605,3370,200,1500
2026-03-18,688593,新相微,568739454,24810130,64424400,2400,0,0
2026-03-18,688595,芯海科技,193856998,7864797,6842899,9100,0,0
2026-03-18,688596,正帆科技,817480583,11381911,12130419,56449,2100,0
2026-03-18,688597,煜邦电力,102100679,4600174,6647468,33600,0,200
2026-03-18,688598,金博股份,505746214,5938248,6586681,6500,0,0
2026-03-18,688599,天合光能,1576020451,73390988,82338344,397534,2700,36070
2026-03-18,688600,皖仪科技,87284444,4793505,9015337,12700,0,0
2026-03-18,688601,力芯微,442320167,44799673,47973167,3700,0,400
2026-03-18,688602,康鹏科技,154750078,4519821,3732875,0,0,0
2026-03-18,688603,天承科技,280172845,13253767,11545749,11360,0,0
2026-03-18,688605,先锋精科,380826852,17141794,22168332,2300,0,0
2026-03-18,688606,奥泰生物,97573012,787747,1046137,4842,0,0
2026-03-18,688607,康众医疗,246910003,13160041,12553366,0,0,0
2026-03-18,688608,恒玄科技,1298305274,33765287,27659831,82780,0,1413
2026-03-18,688609,九联科技,247312408,3171298,2546075,30500,0,0
2026-03-18,688610,埃科光电,89555334,9144212,8227462,0,0,0
2026-03-18,688611,杭州柯林,559539469,4490738,4853967,6215,0,0
2026-03-18,688612,威迈斯,282442245,18276350,18828584,82354,200,3360
2026-03-18,688613,奥精医疗,208039163,8047898,6392294,13574,0,0
2026-03-18,688615,合合信息,544700162,59817014,58087129,1171,0,0
2026-03-18,688616,西力科技,75643881,4506734,4886608,0,0,0
2026-03-18,688617,惠泰医疗,137560274,10250652,5897172,26620,400,2100
2026-03-18,688618,三旺通信,63857890,7557134,7234742,0,0,0
2026-03-18,688619,罗普特,75406984,3964710,5985193,0,0,0
2026-03-18,688620,安凯微,217898790,7782996,4074501,300,0,0
2026-03-18,688621,阳光诺和,709539122,14946385,14847116,4258,0,0
2026-03-18,688622,禾信仪器,100777423,4744731,4418739,0,0,0
2026-03-18,688623,双元科技,173019088,13343831,22486523,0,0,0
2026-03-18,688625,呈和科技,304455992,13410119,9972093,5178,0,0
2026-03-18,688626,翔宇医疗,287863049,24030293,29077284,6272,0,0
2026-03-18,688627,精智达,836329330,103430702,80112854,0,0,0
2026-03-18,688628,优利德,105527494,14098132,8863586,2000,1600,6200
2026-03-18,688629,华丰科技,1494778030,236141441,203921701,81277,2641,1200
2026-03-18,688630,芯碁微装,731496800,47752041,72122482,12749,4800,1000
2026-03-18,688631,莱斯信息,374775796,16441772,10232162,29389,0,200
2026-03-18,688633,星球石墨,76459899,5594069,10428482,0,0,0
2026-03-18,688636,智明达,388876460,19369516,9361481,1640,0,200
2026-03-18,688638,誉辰智能,18291436,2084356,1760947,0,0,0
2026-03-18,688639,华恒生物,414238240,36450253,25975299,55044,1927,18287
2026-03-18,688648,中邮科技,373391223,11634411,7384605,5600,0,0
2026-03-18,688651,盛邦安全,101383285,3359057,7610209,0,0,0
2026-03-18,688652,京仪装备,425190232,18420439,28197477,16551,200,200
2026-03-18,688653,康希通信,224815922,10326002,6437454,0,0,0
2026-03-18,688655,迅捷兴,161648168,26348318,26981086,0,0,0
2026-03-18,688656,浩欧博,197336115,8984187,3201446,0,0,0
2026-03-18,688657,浩辰软件,149201595,6091037,9595938,4000,0,0
2026-03-18,688658,悦康药业,215642186,8310929,12437262,103850,400,1000
2026-03-18,688659,元琛科技,79534114,1837697,2276234,0,0,0
2026-03-18,688660,电气风电,927672174,31312303,45295150,160140,5840,8992
2026-03-18,688661,和林微纳,226772061,42186588,48188383,0,0,0
2026-03-18,688662,富信科技,291200115,42226284,42456319,4400,0,600
2026-03-18,688663,新风光,495805457,15960008,19216981,5927,300,0
2026-03-18,688665,四方光电,169447781,1819569,1434737,9503,5200,0
2026-03-18,688667,菱电电控,153395888,7709975,9608051,0,0,0
2026-03-18,688668,鼎通科技,610843257,49359468,71948910,200,0,0
2026-03-18,688669,聚石化学,137200799,5034999,1802063,0,0,0
2026-03-18,688670,金迪克,28067566,1191930,2809380,0,0,0
2026-03-18,688671,碧兴物联,28768866,1895613,929006,0,0,0
2026-03-18,688676,金盘科技,1261543145,96009083,126678927,186700,39531,44323
2026-03-18,688677,海泰新光,174448020,4603563,6355552,0,0,0
2026-03-18,688678,福立旺,559000945,51479448,52371642,4700,1900,400
2026-03-18,688679,通源环境,352103834,16428599,6288529,0,0,0
2026-03-18,688680,海优新材,307654169,10609133,8553004,14081,0,0
2026-03-18,688681,科汇股份,56046591,6083046,4575103,0,0,0
2026-03-18,688682,霍莱沃,122149987,4869829,4566904,0,0,0
2026-03-18,688683,莱尔科技,236864068,1388437,5362187,0,0,0
2026-03-18,688685,迈信林,514696969,9742921,10792354,17415,2399,200
2026-03-18,688686,奥普特,383742724,6066485,6936336,6100,200,0
2026-03-18,688687,凯因科技,271373980,4906690,6975775,11400,0,200
2026-03-18,688689,银河微电,172167356,25578896,25298513,10650,0,600
2026-03-18,688690,纳微科技,425767679,25280603,9130222,53100,9200,300
2026-03-18,688691,灿芯股份,554943995,41900012,41224331,0,0,0
2026-03-18,688692,达梦数据,794438467,23680779,24808943,11099,200,1400
2026-03-18,688693,锴威特,144058478,0,764419,0,0,0
2026-03-18,688695,中创股份,70873806,4170638,3246333,0,0,0
2026-03-18,688696,极米科技,242792144,4678447,5720264,27240,0,0
2026-03-18,688697,纽威数控,167335928,10080137,6178756,11700,11500,0
2026-03-18,688698,伟创电气,406047204,12539890,18790973,11400,0,0
2026-03-18,688699,明微电子,164869684,7253350,11030862,1400,0,200
2026-03-18,688700,东威科技,598891762,105759912,90177973,81005,5900,0
2026-03-18,688701,卓锦股份,13057652,2321188,859669,0,0,0
2026-03-18,688702,盛科通信,607686581,61411335,124171144,89758,550,500
2026-03-18,688707,振华新材,295246163,14082229,13934254,33601,8700,0
2026-03-18,688708,佳驰科技,242570855,2744053,2985738,4500,400,0
2026-03-18,688709,成都华微,600937972,39038859,44190097,69616,2400,6700
2026-03-18,688710,益诺思,34446278,3930768,5708346,0,0,0
2026-03-18,688711,宏微科技,431430312,16002271,12431557,9237,0,8900
2026-03-18,688712,北芯生命,104125700,13121635,14868229,0,0,0
2026-03-18,688716,中研股份,233891823,3425571,7236750,0,0,0
2026-03-18,688717,艾罗能源,273622311,87021490,69945855,32571,0,559
2026-03-18,688718,唯赛勃,26557870,1557603,1529641,0,0,0
2026-03-18,688719,爱科赛博,143265925,10870108,5915958,0,0,0
2026-03-18,688720,艾森股份,418806247,17928170,12685643,0,0,0
2026-03-18,688721,龙图光罩,159242842,3038678,3287133,614,0,0
2026-03-18,688722,同益中,241857200,5129878,7964216,2800,600,0
2026-03-18,688726,拉普拉斯,857591942,77454200,76879240,5100,0,13562
2026-03-18,688727,恒坤新材,215082328,31561998,18007888,0,0,0
2026-03-18,688728,格科微,420874276,17735652,14247899,327840,0,200
2026-03-18,688729,屹唐股份,424135735,8702827,13506540,0,0,0
2026-03-18,688733,壹石通,352168234,27752657,15086009,10858,3600,2469
2026-03-18,688737,中自科技,188718939,8488616,6897082,13200,200,0
2026-03-18,688739,成大生物,306408317,2775207,5450354,86931,0,0
2026-03-18,688750,金天钛业,234734134,11373313,4819378,14642,5668,0
2026-03-18,688755,汉邦科技,67088915,1750806,1076778,5600,200,148
2026-03-18,688757,胜科纳米,54373219,12588634,15039086,7982,0,0
2026-03-18,688758,赛分科技,74399782,2939308,3993714,800,0,0
2026-03-18,688759,必贝特,163594515,8412577,4243479,0,0,0
2026-03-18,688765,禾元生物,260305791,8679846,9587440,0,0,0
2026-03-18,688766,普冉股份,1156363598,294013442,221700212,13428,1000,20
2026-03-18,688767,博拓生物,235974568,3889578,5786455,5699,0,400
2026-03-18,688768,容知日新,222587791,8117966,5184541,5700,2100,0
2026-03-18,688772,珠海冠宇,536222137,26184684,27390213,51131,14400,4100
2026-03-18,688775,影石创新,589178910,28721990,26774283,0,0,0
2026-03-18,688776,国光电气,434797230,18942410,31637203,21544,400,400
2026-03-18,688777,中控技术,1994812785,161475987,112088594,361296,174929,3083
2026-03-18,688778,厦钨新能,327267335,16441853,27780850,109154,3686,200
2026-03-18,688779,五矿新能,1395554216,32752484,80103820,352683,29632,11099
2026-03-18,688783,西安奕材,253988421,15296930,13658341,0,0,0
2026-03-18,688785,恒运昌,198172658,20590744,15211446,0,0,0
2026-03-18,688786,悦安新材,233822952,11822301,17110031,9135,2200,0
2026-03-18,688787,海天瑞声,463990109,69686810,60166471,2907,0,0
2026-03-18,688788,科思科技,419066224,11094886,10663092,7258,0,0
2026-03-18,688789,宏华数科,168389071,16330953,11327384,12414,1800,0
2026-03-18,688790,昂瑞微,107277022,4803254,6062661,0,0,0
2026-03-18,688793,倍轻松,60531981,1506171,2208599,0,0,0
2026-03-18,688795,摩尔线程,1260142113,70368379,73772153,0,0,0
2026-03-18,688796,百奥赛图,52136064,8777450,4848946,0,0,0
2026-03-18,688798,艾为电子,590588130,7775090,10722167,38665,200,400
2026-03-18,688799,华纳药厂,255651148,14428092,9902295,1200,0,0
2026-03-18,688800,瑞可达,959629346,124873114,139263970,32021,3437,15917
2026-03-18,688802,沐曦股份,822897694,123871218,78182609,0,0,0
2026-03-18,688805,健信超导,106292008,25437472,24409011,0,0,0
2026-03-18,688807,优迅股份,310408270,28718068,40602450,0,0,0
2026-03-18,688809,强一股份,501334092,119475597,75452701,0,0,0
2026-03-18,688816,易思维,110143872,13905853,13710963,0,0,0
2026-03-18,688818,电科蓝天,759455625,287062823,346628120,0,0,0
2026-03-18,688819,天能股份,219339843,16730741,13595650,61760,0,2200
2026-03-18,688981,中芯国际,11932274929,463776231,348841673,144773,21431,12459
2026-03-18,689009,九号公司,1268514418,22513112,32589101,180159,1840,670
2026-03-19,510050,50ETF,1755846617,108427616,102609577,34921220,1776800,2236700
2026-03-19,510100,SZ50ETF,26602071,20138850,38312401,0,0,0
2026-03-19,510150,消费ETF,41281585,1387465,719795,0,0,0
2026-03-19,510180,180ETF,77291652,1423135,204826,364100,300,172600
2026-03-19,510210,综指ETF,211905759,112435663,49942279,0,0,0
2026-03-19,510230,金融ETF,11936837,1085120,1768084,0,0,0
2026-03-19,510300,300ETF,3396037103,281717020,224571221,62431979,4253200,5752010
2026-03-19,510310,HS300ETF,182933880,11313578,14317299,389522,25700,18800
2026-03-19,510330,华夏300,96304367,34787255,4230627,1523300,108000,320800
2026-03-19,510350,工银300,1906255,1466987,1054168,0,0,0
2026-03-19,510360,广发300,3661776,1609788,3001673,0,0,0
2026-03-19,510410,资源ETF,7266931,2151343,2029933,0,0,0
2026-03-19,510500,500ETF,1187911340,315762473,344286979,307890313,10760200,5487891
2026-03-19,510510,广发500,7266448,2998947,2941192,1176700,0,1500
2026-03-19,510580,ZZ500ETF,12323804,3734298,3602345,0,0,0
2026-03-19,510710,上50ETF,1279530,408005,123099,0,0,0
2026-03-19,510720,红利国泰,34943424,5028718,4253536,0,0,0
2026-03-19,510760,上证ETF,30898220,18638837,15246831,0,0,0
2026-03-19,510810,上海国企,167957,14310,1,0,0,0
2026-03-19,510880,红利ETF,74723693,7287271,13576922,677700,43000,13000
2026-03-19,510900,恒生中国,2293621292,19066549,16569480,0,0,0
2026-03-19,511010,国债ETF,77224899,5449956,5366623,0,0,0
2026-03-19,511030,公司债,5856453,6350774,7852197,0,0,0
2026-03-19,511090,30年国债,489597345,153053884,124544701,0,0,0
2026-03-19,511130,国债30年,171063158,170900369,159918621,0,0,0
2026-03-19,511180,上证转债,20645966,98414848,107653573,0,0,0
2026-03-19,511220,城投ETF,309313443,7721870,9258758,0,0,0
2026-03-19,511260,十年国债,470455246,50005236,38570891,0,0,0
2026-03-19,511360,短融ETF,2993818817,1211710016,1221620120,0,0,0
2026-03-19,511380,转债ETF,1353685090,1890082460,1886841051,18622758,1697258,0
2026-03-19,511520,政金债,2622475316,19956356,69148048,0,0,0
2026-03-19,512000,券商ETF,2326245301,251711985,205053250,40553000,0,0
2026-03-19,512010,医药ETF,676699555,135877650,126619542,31495500,3071300,2274500
2026-03-19,512020,A500,2008469,290853,32309,0,0,0
2026-03-19,512040,国信价值,12115391,4960439,5145162,0,0,0
2026-03-19,512050,A500E,112419067,32178457,21472149,15535800,613400,187300
2026-03-19,512070,证券保险,336161057,17918316,21932231,5531400,0,0
2026-03-19,512090,MSCI易基,592478,1730578,2111426,0,0,0
2026-03-19,512100,1000ETF,302447704,67243890,77439771,885708959,20791500,1730495
2026-03-19,512170,医疗ETF,1180000348,249534754,183386490,789400,640100,510200
2026-03-19,512200,地产ETF,126320705,14415989,13004478,776622,7300,0
2026-03-19,512220,TMTETF,2699211,964902,464341,0,0,0
2026-03-19,512290,生物医药,140895698,4554423,7091513,105400,0,0
2026-03-19,512330,信息ETF,872404,81928,46446,0,0,0
2026-03-19,512400,有色ETF,692667968,122610414,63161281,6009400,676100,416900
2026-03-19,512480,半导体,657433838,164362244,140729345,21774093,36000,372000
2026-03-19,512500,中证500,78139881,8915971,9747373,35556900,936300,422400
2026-03-19,512510,ETF500,7856228,565903,3852806,0,0,0
2026-03-19,512560,中证军工,13507025,2689944,2509187,0,0,0
2026-03-19,512570,中证证券,30331691,4440741,4015185,0,0,0
2026-03-19,512580,环保ETF,3924445,580915,221679,0,0,0
2026-03-19,512600,必选消费,12650341,160946,553693,0,0,0
2026-03-19,512630,卫星基金,65280521,13625371,3769929,0,0,0
2026-03-19,512660,军工ETF,282427320,23784796,24825209,21666700,139700,174100
2026-03-19,512670,国防ETF,63889734,4807545,3792212,738800,2100,0
2026-03-19,512680,军工基金,31590479,2013404,2552228,0,0,0
2026-03-19,512690,酒ETF,801954961,131444717,110493935,23452700,176600,7000
2026-03-19,512700,银行基金,11333502,2096439,1570878,0,0,0
2026-03-19,512710,军工龙头,276228613,39202565,29130978,0,0,0
2026-03-19,512720,计算机,7067073,752529,919585,2094000,0,0
2026-03-19,512760,芯片ETF,182053337,20957999,12524581,29675173,0,639600
2026-03-19,512800,银行ETF,480908194,93844958,105834720,23875800,546800,1107900
2026-03-19,512810,国防军工,18463470,2125518,1790143,0,0,0
2026-03-19,512820,银行股基,19716476,2047336,1902833,0,0,0
2026-03-19,512880,证券ETF,4066545742,366087345,282149384,16977000,348900,49500
2026-03-19,512890,红利低波,396664919,120037021,123169707,277800,0,0
2026-03-19,512900,证券基金,48026853,3042439,1988324,0,0,0
2026-03-19,512930,AIETF,92107497,3749550,5647383,0,0,0
2026-03-19,512950,央企改革,1120953,295181,228958,0,0,0
2026-03-19,512980,传媒ETF,183897971,10490932,11628098,5564200,31100,361100
2026-03-19,513000,225ETF,55449794,22488218,18610969,0,0,0
2026-03-19,513010,港股科技,726239706,182912365,168434626,0,0,0
2026-03-19,513020,科技HK,82374034,27074914,19696768,0,0,0
2026-03-19,513030,德国ETF,38384454,19283409,16324408,0,0,0
2026-03-19,513040,HK互联网,112235268,29562239,26685228,0,0,0
2026-03-19,513050,中概互联,2728814226,313145259,282230733,0,0,0
2026-03-19,513060,恒生医疗,206596107,31124633,31617609,0,0,0
2026-03-19,513070,HK消费50,11553043,1531436,1476930,0,0,0
2026-03-19,513080,法国ETF,40113002,4369887,3657624,0,0,0
2026-03-19,513090,香港证券,2480056194,492179200,555841771,0,0,0
2026-03-19,513100,纳指ETF,1644091668,65548257,59884629,0,0,0
2026-03-19,513110,纳指100,98400305,28818333,27313094,0,0,0
2026-03-19,513120,HK创新药,1669782855,250569722,210743806,0,0,0
2026-03-19,513130,恒生科技,2243901764,759302885,696374411,0,0,0
2026-03-19,513160,科技30,291862109,33427258,28437325,0,0,0
2026-03-19,513180,恒指科技,2379151189,658080548,639031923,15051400,0,90700
2026-03-19,513190,H股金融,46551761,15285991,8474497,0,0,0
2026-03-19,513200,港股医药,16012274,7223138,8024015,0,0,0
2026-03-19,513260,恒科技,147880669,16506679,10542895,0,0,0
2026-03-19,513290,纳指生物,44631300,3317045,5215559,0,0,0
2026-03-19,513300,纳斯达克,1349263710,66388273,62625843,0,0,0
2026-03-19,513310,中韩芯片,417363681,275338307,293779127,0,0,0
2026-03-19,513330,恒生互联,1803737970,414561436,376308823,21571000,56000,775000
2026-03-19,513350,油气ETF,47952783,141400942,149812282,0,0,0
2026-03-19,513380,科技恒生,130093054,41209106,42786089,0,0,0
2026-03-19,513390,纳指基金,68495339,13075730,11548781,0,0,0
2026-03-19,513400,道琼斯,76317668,22134973,17109285,0,0,0
2026-03-19,513500,标普500,209510630,10247064,12387571,0,0,0
2026-03-19,513520,日经ETF,75009037,31249993,44368858,0,0,0
2026-03-19,513530,港股红利,79093242,5329741,6887318,0,0,0
2026-03-19,513550,港股通50,4003398,1039705,1032240,0,0,0
2026-03-19,513560,香港科技,24234391,7603912,6489206,0,0,0
2026-03-19,513580,HS科技,100039635,5280694,6984124,0,0,0
2026-03-19,513600,恒指ETF,93781015,14624311,7556341,0,0,0
2026-03-19,513630,香港红利,153778299,22355510,17839002,0,0,0
2026-03-19,513650,标普ETF,83558355,8679799,2576371,0,0,0
2026-03-19,513660,恒生通,229784528,7960115,4285291,0,0,0
2026-03-19,513690,恒生股息,44285951,25974616,9180689,0,0,0
2026-03-19,513700,香港医药,69601808,9143989,10477436,0,0,0
2026-03-19,513730,东南亚,28447419,4297559,3752616,0,0,0
2026-03-19,513750,港股非银,256550617,54021065,39687929,0,0,0
