tradeDate,证券代码,证券简称,融资买入额(元),融资余额(元),融券卖出量(股/份),融券余量(股/份),融券余额(元),融资融券余额(元)
20260226,159129,化工ETF嘉实,5339928,45796732,0,0,0,45796732
20260226,159133,化工ETF天弘,7554008,16745169,0,0,0,16745169
20260226,159140,科创创业人工智能ETF易方达,1686460,19472241,0,0,0,19472241
20260226,159141,科创创业人工智能ETF永赢,2150423,14847135,0,0,0,14847135
20260226,159201,自由现金流ETF,28881577,161487138,0,0,0,161487138
20260226,159202,恒生互联网ETF万家,6425037,48191342,0,0,0,48191342
20260226,159205,创业板ETF东财,1665501,4137859,0,0,0,4137859
20260226,159206,卫星ETF,121404047,631770930,0,0,0,631770930
20260226,159209,中证红利质量ETF,2805264,35150258,0,0,0,35150258
20260226,159213,机器人ETF汇添富,1235859,17846902,0,0,0,17846902
20260226,159215,中证A500ETF指数基金,201863,1590410,0,0,0,1590410
20260226,159217,港股通创新药ETF工银,5932600,18557283,0,0,0,18557283
20260226,159218,卫星产业ETF,22700342,251244604,0,0,0,251244604
20260226,159222,自由现金流ETF易方达,3687586,24600667,0,0,0,24600667
20260226,159227,航空航天ETF,25763864,188267399,0,0,0,188267399
20260226,159232,自由现金流ETF南方,2425078,45361940,0,0,0,45361940
20260226,159235,中证现金流ETF大成,2107361,31582237,0,0,0,31582237
20260226,159241,航空航天ETF天弘,3142516,23143573,0,0,0,23143573
20260226,159246,创业板人工智能ETF富国,1859374,19177421,0,0,0,19177421
20260226,159258,机器人ETF南方,1411742,7666462,0,0,0,7666462
20260226,159259,成长ETF易方达,4407569,18666935,0,0,0,18666935
20260226,159260,证券ETF博时,548660,1639053,0,0,0,1639053
20260226,159262,港股通科技ETF,13783105,231142360,0,0,0,231142360
20260226,159263,价值ETF易方达,4841773,23648500,0,0,0,23648500
20260226,159266,港股通央企红利ETF,1734026,4824122,0,0,0,4824122
20260226,159267,航天ETF,8132216,41254305,0,0,0,41254305
20260226,159268,港股通消费ETF汇添富,189954,1908495,0,0,0,1908495
20260226,159269,港股通科技ETF南方,2537770,19152899,0,0,0,19152899
20260226,159272,机器人ETF富国,3644211,40656638,0,0,0,40656638
20260226,159273,云计算ETF汇添富,4192410,10616393,0,0,0,10616393
20260226,159278,机器人ETF鹏华,4531640,51907352,0,0,0,51907352
20260226,159286,港股通创新药ETF鹏华,2834323,21528104,0,0,0,21528104
20260226,159297,港股通创新药ETF南方,5016422,7245986,0,0,0,7245986
20260226,159300,300ETF,1020773,4567249,0,0,0,4567249
20260226,159307,红利低波100ETF博时,4914578,37063331,0,0,0,37063331
20260226,159310,芯片ETF天弘,2895079,5351570,0,0,0,5351570
20260226,159316,港股通创新药ETF易方达,10512670,72483638,0,0,0,72483638
20260226,159326,电网设备ETF,116545995,424818159,0,0,0,424818159
20260226,159327,半导体设备ETF万家,2669345,10099064,0,0,0,10099064
20260226,159329,沙特ETF南方,3283493,35422217,0,0,0,35422217
20260226,159330,沪深300ETF东财,810209,3180546,0,0,0,3180546
20260226,159333,港股央企红利ETF万家,1179285,9640188,0,0,0,9640188
20260226,159337,中证500ETF东财,527310,2596126,0,0,0,2596126
20260226,159338,中证A500ETF,5408278,73035281,167000,9154200,11543446,84578727
20260226,159339,A500ETF,576334,35393080,0,0,0,35393080
20260226,159351,A500ETF嘉实,692968,34126208,0,0,0,34126208
20260226,159352,A500ETF南方,3008920,39434251,0,1170000,1533870,40968121
20260226,159353,中证A500ETF景顺,925321,4203920,0,0,0,4203920
20260226,159356,A500ETF万家,165283,298796,0,0,0,298796
20260226,159357,A500ETF博时,12809,522198,0,0,0,522198
20260226,159358,中证A500ETF大成,273939,387738,0,0,0,387738
20260226,159359,A500指数ETF,71843,149507,0,0,0,149507
20260226,159360,中证A500ETF天弘,29926,946010,0,0,0,946010
20260226,159361,A500ETF易方达,1814389,45601025,0,0,0,45601025
20260226,159363,创业板人工智能ETF华宝,31440081,156029710,426300,12763000,14690213,170719923
20260226,159368,创业板新能源ETF华夏,927438,2294959,0,0,0,2294959
20260226,159378,通用航空ETF,1301106,17565131,0,0,0,17565131
20260226,159381,创业板人工智能ETF华夏,8017011,35784737,0,0,0,35784737
20260226,159382,创业板人工智能ETF南方,1776477,22263789,0,0,0,22263789
20260226,159388,创业板人工智能ETF国泰,1625487,9734263,0,0,0,9734263
20260226,159399,现金流ETF,1844048,62185575,0,16228100,19538632,81724207
20260226,159501,纳指ETF嘉实,25252926,315778413,0,0,0,315778413
20260226,159502,标普生物科技ETF嘉实,33889769,145303569,0,0,0,145303569
20260226,159506,港股通医疗ETF富国,7418486,25020750,0,0,0,25020750
20260226,159509,纳指科技ETF景顺,66094154,825983896,0,0,0,825983896
20260226,159513,纳斯达克100ETF大成,36122107,77833120,0,0,0,77833120
20260226,159516,半导体设备ETF,126533449,656195858,229200,923500,1798055,657993913
20260226,159518,标普油气ETF嘉实,72911986,54301471,0,0,0,54301471
20260226,159526,机器人ETF嘉实,1381378,14006904,0,0,0,14006904
20260226,159529,标普消费ETF,3440678,21523985,0,0,0,21523985
20260226,159530,机器人ETF易方达,37688125,546122253,0,0,0,546122253
20260226,159531,中证2000ETF,6686422,22572181,0,0,0,22572181
20260226,159545,恒生红利低波ETF易方达,4274725,47430917,0,0,0,47430917
20260226,159547,红利低波ETF华夏,3526957,2511209,0,0,0,2511209
20260226,159549,红利低波ETF天弘,106304,283344,0,0,0,283344
20260226,159551,机器人ETF国泰,1070415,13240889,0,0,0,13240889
20260226,159552,中证2000增强ETF招商,3216079,23702064,0,0,0,23702064
20260226,159558,半导体设备ETF易方达,19114905,53056293,0,0,0,53056293
20260226,159559,机器人50ETF,10393914,156985786,0,1330000,1888600,158874386
20260226,159561,德国ETF嘉实,20129612,32151855,0,0,0,32151855
20260226,159562,黄金股ETF,13226293,110955056,0,0,0,110955056
20260226,159566,储能电池ETF易方达,6998078,85090363,0,0,0,85090363
20260226,159567,港股创新药ETF,45143982,281724931,0,0,0,281724931
20260226,159570,港股通创新药ETF,54004772,405877167,0,0,0,405877167
20260226,159577,美国50ETF汇添富,3327666,66226750,0,0,0,66226750
20260226,159581,红利ETF万家,2614413,4436265,0,0,0,4436265
20260226,159583,通信设备ETF,8845665,32802171,0,0,0,32802171
20260226,159591,中证A50ETF,781297,2553601,0,0,0,2553601
20260226,159592,A50ETF基金,2514817,2774216,0,0,0,2774216
20260226,159593,中证A50指数ETF,2477552,14253541,0,0,0,14253541
20260226,159595,中证A50ETF大成,1398021,4675312,0,0,0,4675312
20260226,159596,A50ETF华宝,382151,2097097,0,0,0,2097097
20260226,159599,芯片ETF东财,4842595,29771575,0,0,0,29771575
20260226,159600,科创债ETF嘉实,22026728,21841960,0,0,0,21841960
20260226,159601,A50ETF,738859,11313638,0,45000,47295,11360933
20260226,159602,中国A50ETF南方,398255,1119991,0,0,0,1119991
20260226,159603,双创龙头ETF,253945,6165976,0,0,0,6165976
20260226,159605,中概互联ETF,71547123,551344987,0,0,0,551344987
20260226,159607,中概互联网ETF嘉实,11968128,115738460,0,0,0,115738460
20260226,159608,稀有金属ETF,17394342,35915560,0,7900000,10467500,46383060
20260226,159611,电力ETF,13901050,72273891,944100,1787300,1899899,74173790
20260226,159612,标普500ETF,186913,4378051,0,0,0,4378051
20260226,159615,恒生生物科技ETF南方,1153835,7565409,0,0,0,7565409
20260226,159622,创新药ETF东财,3623819,22869827,0,0,0,22869827
20260226,159625,绿色电力ETF嘉实,1624522,8844532,0,0,0,8844532
20260226,159628,国证2000ETF万家,7361242,25307949,640600,19176700,28995170,54303119
20260226,159629,1000ETF,4062037,50315177,0,28077000,97707960,148023137
20260226,159632,纳斯达克ETF,49623359,213062371,0,0,0,213062371
20260226,159633,中证1000ETF易方达,2636593,9336640,0,1649200,5884346,15220986
20260226,159636,港股通科技30ETF工银,25933779,120836746,0,0,0,120836746
20260226,159637,新能源车ETF东财,136634,4380392,0,2070000,1952010,6332402
20260226,159638,高端装备ETF嘉实,4253323,22022098,0,0,0,22022098
20260226,159647,中药ETF,3044495,27693839,0,0,0,27693839
20260226,159649,国开债ETF,1852082,328170355,0,0,0,328170355
20260226,159650,国开债ETF博时,22451721,124018846,0,0,0,124018846
20260226,159652,有色ETF汇添富,11947511,80305476,0,0,0,80305476
20260226,159655,标普ETF,1045048,61721462,0,0,0,61721462
20260226,159659,纳斯达克100ETF,25669995,465930472,0,0,0,465930472
20260226,159660,纳指ETF汇添富,2384310,74844301,0,0,0,74844301
20260226,159667,工业母机ETF,7438980,18919337,0,0,0,18919337
20260226,159671,稀有金属ETF工银,1632664,8753982,0,0,0,8753982
20260226,159673,沪深300ETF鹏华,442236,777700,0,0,0,777700
20260226,159680,中证1000增强ETF招商,2004566,64603130,0,0,0,64603130
20260226,159681,创50ETF,2386773,26406637,0,0,0,26406637
20260226,159682,创业板50ETF景顺,3397055,39495529,0,3000000,4563000,44058529
20260226,159687,亚太精选ETF南方,7845379,32504539,0,0,0,32504539
20260226,159688,恒生互联网ETF,5476099,83398933,0,0,0,83398933
20260226,159691,港股红利ETF工银,21292666,31016771,0,0,0,31016771
20260226,159692,证券ETF东财,5929128,36607500,0,0,0,36607500
20260226,159696,纳指ETF易方达,9859964,166175369,0,0,0,166175369
20260226,159699,恒生消费ETF,1127075,15194232,0,0,0,15194232
20260226,159713,稀土ETF,4223647,13726486,0,0,0,13726486
20260226,159715,稀土ETF易方达,2810370,6148764,0,6000000,8784000,14932764
20260226,159726,港股通高股息ETF华夏,81204,7215392,0,0,0,7215392
20260226,159732,消费电子ETF,19393691,49574860,393000,4208000,5100096,54674956
20260226,159735,港股消费ETF银华,3725829,20612399,0,0,0,20612399
20260226,159736,食品饮料ETF天弘,789057,11994600,0,0,0,11994600
20260226,159740,恒生科技ETF大成,224456995,947499809,0,0,0,947499809
20260226,159741,恒生科技ETF嘉实,13322657,45018548,0,0,0,45018548
20260226,159742,恒生科技ETF博时,10744371,294590495,0,0,0,294590495
20260226,159745,建材ETF,14644437,42651960,0,0,0,42651960
20260226,159747,香港科技ETF南方,2735340,9789160,0,0,0,9789160
20260226,159748,创新药ETF富国,947766,9421502,0,0,0,9421502
20260226,159750,港股科技50ETF,3811350,40987507,0,0,0,40987507
20260226,159751,港股通科技ETF鹏华,4009053,35739053,0,0,0,35739053
20260226,159755,电池ETF,21345641,165739977,0,4000000,4388000,170127977
20260226,159758,红利质量ETF,313200,11287110,0,0,0,11287110
20260226,159766,旅游ETF,8132626,73132289,0,156500,120505,73252794
20260226,159770,机器人ETF,15065892,264717368,0,4850000,5436850,270154218
20260226,159780,科创创业50ETF南方,4866712,32755518,0,0,0,32755518
20260226,159781,科创创业ETF易方达,6272806,80733301,0,3090000,2960220,83693521
20260226,159782,双创50ETF,1314405,9316136,0,0,0,9316136
20260226,159783,科创创业50ETF,2199807,29295388,10000,970000,933140,30228528
20260226,159790,碳中和ETF,1146714,9374289,0,0,0,9374289
20260226,159792,港股通互联网ETF,366150229,1016897113,0,0,0,1016897113
20260226,159796,电池ETF汇添富,10515030,55861912,0,2940000,2872380,58734292
20260226,159801,芯片ETF广发,7621573,58488609,0,6000000,5880000,64368609
20260226,159806,新能源车ETF,293384,3570328,0,0,0,3570328
20260226,159807,科技ETF易方达,1146749,10120867,0,0,0,10120867
20260226,159812,黄金ETF前海开源,515618,4373944,0,0,0,4373944
20260226,159813,半导体ETF,13589822,128511371,0,4280000,5422760,133934131
20260226,159814,创业大盘ETF西部利得,893065,2390032,0,0,0,2390032
20260226,159819,人工智能ETF易方达,39711740,498366049,0,10766000,17430154,515796203
20260226,159820,中证500ETF天弘,0,1363354,0,0,0,1363354
20260226,159825,农业ETF,8599144,33657225,0,0,0,33657225
20260226,159828,医疗ETF,3064968,71459371,0,6000000,2634000,74093371
20260226,159830,上海金ETF,5048909,6205068,0,0,0,6205068
20260226,159831,金ETF嘉实,1221500,1247705,0,0,0,1247705
20260226,159834,金ETF南方,3049888,7411699,0,0,0,7411699
20260226,159837,生物科技ETF易方达,1778024,34638212,0,0,0,34638212
20260226,159839,生物医药ETF汇添富,1857296,29365038,0,0,0,29365038
20260226,159840,锂电池ETF工银,3785100,25041321,0,0,0,25041321
20260226,159841,证券ETF,44862575,399288103,0,0,0,399288103
20260226,159842,券商ETF,21144423,350828619,0,0,0,350828619
20260226,159845,中证1000ETF,24917998,135458298,11305600,161326257,564319247,699777545
20260226,159847,医疗ETF易方达,650667,14445591,0,0,0,14445591
20260226,159850,恒生国企ETF,1228612,7947530,0,0,0,7947530
20260226,159851,金融科技ETF,15976392,314822096,0,0,0,314822096
20260226,159852,软件ETF,37634453,532332781,0,33400,30127,532362908
20260226,159857,光伏ETF,4453852,70927626,0,14357300,13625077,84552703
20260226,159859,生物医药ETF,9576725,166379298,0,0,0,166379298
20260226,159864,光伏ETF国泰,608451,7802468,0,0,0,7802468
20260226,159865,养殖ETF,5579486,99435291,103000,2138400,1345054,100780345
20260226,159866,日经ETF工银,22407349,65910333,0,0,0,65910333
20260226,159867,畜牧ETF,1088394,11575285,0,0,0,11575285
20260226,159869,游戏ETF,50126415,214825407,86600,3118800,4718745,219544152
20260226,159870,化工ETF,106435856,669628298,439200,4381400,4188618,673816916
20260226,159875,新能源ETF嘉实,3575926,24177130,0,2790000,2033910,26211040
20260226,159876,有色ETF华宝,10557735,22964187,0,0,0,22964187
20260226,159880,有色ETF鹏华,3487421,25736480,0,0,0,25736480
20260226,159883,医疗器械ETF,19588667,257348342,0,0,0,257348342
20260226,159887,银行ETF,10785317,47367463,0,7000,8785,47376248
20260226,159892,恒生医药ETF,29562048,177090563,0,0,0,177090563
20260226,159901,深证100ETF易方达,1866247,49592725,325500,1192900,4209745,53802470
20260226,159903,深成ETF南方,2451547,7336391,0,0,0,7336391
20260226,159905,红利ETF工银,1298637,6498693,0,8688600,16499651,22998344
20260226,159908,创业板ETF博时,62111,4573371,0,0,0,4573371
20260226,159909,TMT50ETF,545149,792046,0,0,0,792046
20260226,159915,创业板ETF易方达,564709401,924077728,862800,10090100,33660573,957738301
20260226,159919,沪深300ETF嘉实,9359719,935342428,36400,3202711,15805379,951147807
20260226,159920,恒生ETF,31917412,3376645770,103300,144900,227783,3376873553
20260226,159922,中证500ETF嘉实,13711295,105178782,0,6733000,23087457,128266239
20260226,159925,沪深300ETF南方,1579971,6931710,3500,297000,1415502,8347212
20260226,159928,消费ETF,33681766,495115709,0,24289000,18726819,513842528
20260226,159929,医药ETF,5208732,78168142,0,0,0,78168142
20260226,159934,黄金ETF易方达,52352073,4114391004,0,0,0,4114391004
20260226,159937,黄金ETF博时,65054640,2902065701,0,0,0,2902065701
20260226,159938,医药ETF广发,1395402,26398042,0,0,0,26398042
20260226,159939,信息技术ETF,1544216,6510430,250600,401700,391657,6902087
20260226,159940,金融地产ETF,33830,2536369,0,0,0,2536369
20260226,159941,纳指ETF,199287728,1482237840,0,1510000,2055110,1484292950
20260226,159948,创业板ETF南方,1404581,3883813,0,0,0,3883813
20260226,159949,创业板50ETF,73049374,553939652,191300,6152800,9666048,563605700
20260226,159952,创业板ETF广发,4840349,40480704,0,0,0,40480704
20260226,159957,创业板ETF华夏,566689,6637946,0,0,0,6637946
20260226,159958,创业板ETF工银,11068,330734,0,0,0,330734
20260226,159967,创业板成长ETF,4284132,71457243,0,25010000,15806320,87263563
20260226,159971,创业板ETF富国,1090577,2675543,0,0,0,2675543
20260226,159977,创业板ETF天弘,1846623,9890525,0,0,0,9890525
20260226,159992,创新药ETF,62679538,706547501,0,1280800,1051537,707599038
20260226,159993,证券ETF鹏华,6871571,159606332,0,0,0,159606332
20260226,159994,通信ETF银华,3699153,9513635,0,14720000,14852480,24366115
20260226,159995,芯片ETF,90279009,405785203,742000,5548700,10969781,416754984
20260226,159996,家电ETF,1588163,6548308,0,0,0,6548308
20260226,159997,电子ETF,3548062,14955838,0,0,0,14955838
20260226,159998,计算机ETF,3388048,27486535,0,0,0,27486535
20260226,300001,特锐德,170147369,1516398764,4700,74200,2185932,1518584696
20260226,300002,神州泰岳,75753986,1573725893,10700,825500,9724390,1583450283
20260226,300003,乐普医疗,76254626,1419740467,1300,324700,5903046,1425643513
20260226,300005,探路者,44501789,905818684,600,6200,88164,905906848
20260226,300006,莱美药业,14924487,186239854,0,13800,69966,186309820
20260226,300007,汉威科技,60495531,986717623,100,52300,2797004,989514627
20260226,300008,天海防务,245919772,992731409,2000,322000,3110520,995841929
20260226,300009,安科生物,17433243,654801946,27600,171900,1719000,656520946
20260226,300010,豆神教育,50923322,901116168,0,0,0,901116168
20260226,300012,华测检测,27549377,445485407,3100,202300,3226685,448712092
20260226,300014,亿纬锂能,644238406,5491583813,53306,115506,7179853,5498763666
20260226,300015,爱尔眼科,67746463,2134237710,23200,994698,10533851,2144771561
20260226,300017,网宿科技,1530428644,3319485788,71700,1139500,22505125,3341990913
20260226,300018,中元股份,22830536,356814680,0,27000,353430,357168110
20260226,300019,硅宝科技,47483687,372297437,0,10000,229200,372526637
20260226,300024,机器人,37680382,1016433680,32800,835260,14667165,1031100845
20260226,300025,华星创业,6454824,266224689,0,59000,368160,266592849
20260226,300026,红日药业,9394052,553238589,44400,868000,3194240,556432829
20260226,300027,华谊兄弟,2840422,382032919,412900,571700,1074796,383107715
20260226,300031,宝通科技,19062279,625613657,500,39900,919695,626533352
20260226,300033,同花顺,263910572,5163095863,1900,24300,8019243,5171115106
20260226,300034,钢研高纳,203309020,691289280,44400,109100,2716590,694005870
20260226,300035,中科电气,67751052,917617108,6800,155800,3424484,921041592
20260226,300036,超图软件,28814019,623967799,200,41900,767608,624735407
20260226,300037,新宙邦,99437330,769310829,2300,39100,2251378,771562207
20260226,300039,上海凯宝,32548118,358360224,12400,81400,529914,358890138
20260226,300041,回天新材,23446257,360706978,0,900,11664,360718642
20260226,300042,朗科科技,55289732,407240156,0,6300,221634,407461790
20260226,300045,华力创通,69485576,1149258233,16700,67700,1830608,1151088841
20260226,300046,台基股份,27855078,373400056,0,8400,310380,373710436
20260226,300047,天源迪科,23039186,427631182,106800,117200,1616188,429247370
20260226,300048,合康新能,38661066,283347554,300,39100,292468,283640022
20260226,300049,福瑞医科,26610035,1240717479,1600,63900,4189284,1244906763
20260226,300053,航宇微,66893904,842153578,1900,14700,294882,842448460
20260226,300054,鼎龙股份,110956996,970314041,5600,146600,6904860,977218901
20260226,300055,万邦达,23743739,329169831,0,19000,169860,329339691
20260226,300057,万顺新材,85463078,229733521,43800,43800,282072,230015593
20260226,300058,蓝色光标,559608186,4450665627,10300,2667536,47935621,4498601248
20260226,300059,东方财富,640015653,26205267287,32000,1037812,23350770,26228618057
20260226,300061,旗天科技,12270255,254853543,300,22400,234528,255088071
20260226,300065,海兰信,213625768,1107749767,0,163000,4383070,1112132837
20260226,300066,三川智慧,108037843,344908405,0,28500,225720,345134125
20260226,300067,安诺其,61171353,293942907,0,62800,357332,294300239
20260226,300068,南都电源,42845891,933353145,0,50900,793022,934146167
20260226,300070,碧水源,44533409,759159563,14000,580200,2431038,761590601
20260226,300072,海新能科,17688639,493989976,400,84200,398266,494388242
20260226,300073,当升科技,120655965,1438914010,1900,33500,1919215,1440833225
20260226,300075,数字政通,11289537,521360156,2000,42700,634949,521995105
20260226,300077,国民技术,51551908,746936975,5200,120300,2658630,749595605
20260226,300078,思创智联,7281781,171273736,33500,49500,241560,171515296
20260226,300079,数码视讯,38371968,619290255,33900,466200,2909088,622199343
20260226,300080,易成新能,14508087,300666512,7400,244000,1285880,301952392
20260226,300081,恒信东方,11265943,146544490,0,0,0,146544490
20260226,300082,奥克股份,21303155,188368228,0,30300,315120,188683348
20260226,300083,创世纪,26967401,810064027,31000,456300,4156893,814220920
20260226,300085,银之杰,41266973,1537679989,900,121100,4672038,1542352027
20260226,300087,荃银高科,15990234,376553846,8400,84100,732511,377286357
20260226,300088,长信科技,76945616,1080465049,2000,189400,1293602,1081758651
20260226,300094,国联水产,26682342,235826606,0,5000,18900,235845506
20260226,300098,高新兴,29020507,594323343,0,33400,208750,594532093
20260226,300099,尤洛卡,59671140,452512014,0,24000,212640,452724654
20260226,300100,双林股份,28005907,805495434,40580,133880,4874571,810370005
20260226,300101,振芯科技,48284945,1092978469,800,47900,1317250,1094295719
20260226,300109,新开源,25864863,833383764,0,32100,633654,834017418
20260226,300110,华仁药业,11981565,299969960,0,30100,98427,300068387
20260226,300113,顺网科技,151214586,1049554287,1800,229000,6070790,1055625077
20260226,300115,长盈精密,291181113,3118706560,9500,153800,6105860,3124812420
20260226,300118,东方日升,135643161,988707085,8700,70300,1351869,990058954
20260226,300122,智飞生物,34844624,1299435454,18200,189550,3265947,1302701401
20260226,300123,亚光科技,54251260,415094250,0,174900,1379961,416474211
20260226,300124,汇川技术,149728791,2935128421,32500,128950,9516510,2944644931
20260226,300128,锦富技术,17802167,448486580,8800,90900,692658,449179238
20260226,300129,泰胜风能,146420019,796323633,3000,11800,168740,796492373
20260226,300130,新国都,59199316,1058418339,15100,129265,3526349,1061944688
20260226,300131,英唐智控,113228024,1829776962,84400,220000,3410000,1833186962
20260226,300133,华策影视,132699253,1124191700,47700,481800,4148298,1128339998
20260226,300134,大富科技,13781853,269929189,0,3400,41684,269970873
20260226,300136,信维通信,751753444,4799945999,30300,482200,36295194,4836241193
20260226,300139,晓程科技,187284798,884268812,0,9800,620732,884889544
20260226,300142,沃森生物,29041521,1518057722,1300,1178354,14387702,1532445424
20260226,300143,盈康生命,9478701,239587238,0,41400,475272,240062510
20260226,300144,宋城演艺,78361663,1049532929,136400,797400,6586524,1056119453
20260226,300145,南方泵业,125224264,503010162,0,123200,620928,503631090
20260226,300146,汤臣倍健,27256322,809869039,0,668900,8046867,817915906
20260226,300149,睿智医药,6787648,169399686,0,2300,24541,169424227
20260226,300151,昌红科技,88202039,578814245,7900,77800,1516322,580330567
20260226,300153,科泰电源,104540251,350694896,500,2900,104458,350799354
20260226,300157,新锦动力,63230343,173572236,300,8000,55440,173627676
20260226,300158,振东制药,13849369,347741284,0,54200,331704,348072988
20260226,300166,东方国信,257422028,887047801,9300,303619,4062422,891110223
20260226,300168,万达信息,15794463,752334636,0,77000,506660,752841296
20260226,300170,汉得信息,239323075,1511636697,12000,96500,2364250,1514000947
20260226,300171,东富龙,17872102,256906560,0,45500,798525,257705085
20260226,300174,元力股份,29557686,507441754,0,0,0,507441754
20260226,300177,中海达,14023994,523218295,0,53100,530469,523748764
20260226,300179,四方达,209977714,526476087,100,18100,475306,526951393
20260226,300180,华峰超纤,45222716,682283715,5300,35900,246274,682529989
20260226,300181,佐力药业,16932410,598306698,33600,179461,3009561,601316259
20260226,300182,捷成股份,288974839,1612602874,69000,470100,3356514,1615959388
20260226,300183,东软载波,10444123,260604175,0,61200,1001844,261606019
20260226,300184,力源信息,50536127,853444653,1000,55800,624402,854069055
20260226,300185,通裕重工,43402494,336784483,6100,698900,2208524,338993007
20260226,300188,国投智能,54354158,597672353,21900,227900,3174647,600847000
20260226,300189,神农种业,113750087,366756677,0,0,0,366756677
20260226,300191,潜能恒信,114131123,254449602,0,50500,1892740,256342342
20260226,300194,福安药业,9048940,344321323,1600,66100,293484,344614807
20260226,300197,节能铁汉,78221211,192212829,0,3100,6293,192219122
20260226,300199,翰宇药业,48510249,1154081936,4200,221500,4111040,1158192976
20260226,300203,聚光科技,12408040,448176802,100,5400,86724,448263526
20260226,300204,舒泰神,19760304,176637979,0,0,0,176637979
20260226,300207,欣旺达,208030601,1932785781,2300,218800,5557520,1938343301
20260226,300212,易华录,4847273,506232121,200,59700,743862,506975983
20260226,300217,东方电热,55767522,473524180,0,40000,247200,473771380
20260226,300219,鸿利智汇,53984993,248841174,0,0,0,248841174
20260226,300222,科大智能,44541838,442270977,7600,73000,908120,443179097
20260226,300223,北京君正,384837950,2233893741,13800,59400,8233434,2242127175
20260226,300224,正海磁材,78865234,495727907,0,35700,660093,496388000
20260226,300226,上海钢联,52441796,590192720,30800,47700,1410012,591602732
20260226,300229,拓尔思,66115565,1607210985,500,53000,1186670,1608397655
20260226,300232,洲明科技,56123970,490886644,2100,30100,253743,491140387
20260226,300233,金城医药,6307547,375344792,300,8000,121920,375466712
20260226,300236,上海新阳,83233748,1116527240,4700,59200,4969840,1121497080
20260226,300244,迪安诊断,51092793,836292371,1500,117300,2675613,838967984
20260226,300245,天玑科技,7165465,152762002,0,6200,80104,152842106
20260226,300249,依米康,187381507,370073348,300,300,5508,370078856
20260226,300251,光线传媒,420438876,2077444867,1600,597097,11858346,2089303213
20260226,300253,卫宁健康,112796529,1314834811,6000,746041,7803589,1322638400
20260226,300255,常山药业,76743438,2391682720,0,0,0,2391682720
20260226,300257,开山股份,58999355,516493887,84100,207400,5081300,521575187
20260226,300258,精锻科技,95029580,516667825,3900,18200,281554,516949379
20260226,300260,新莱应材,191702516,1008087289,12200,68300,3970962,1012058251
20260226,300261,雅本化学,25045417,195849822,0,8100,60102,195909924
20260226,300263,隆华科技,191643262,763883313,5000,8000,98640,763981953
20260226,300266,兴源环境,9554887,162826328,0,0,0,162826328
20260226,300267,尔康制药,151413066,374625620,57200,145000,620600,375246220
20260226,300271,华宇软件,20915467,338906271,0,102900,806736,339713007
20260226,300274,阳光电源,1655365648,13244891016,900,55560,8092314,13252983330
20260226,300276,三丰智能,9461359,292901639,8100,290400,2488728,295390367
20260226,300278,华昌达,9753890,325159018,0,23200,134328,325293346
20260226,300284,苏交科,13894104,367692607,6600,287300,2111655,369804262
20260226,300285,国瓷材料,321593551,1206777599,14300,188480,6898368,1213675967
20260226,300287,飞利信,13060681,340558591,400,123900,626934,341185525
20260226,300290,荣科科技,20595552,938020991,0,7700,133133,938154124
20260226,300294,博雅生物,12011280,682287931,2000,121300,2701351,684989282
20260226,300296,利亚德,391721998,1188232100,91800,668300,5600354,1193832454
20260226,300298,三诺生物,16187795,325451997,4200,106500,1907415,327359412
20260226,300299,富春股份,18516663,317229694,0,42200,296244,317525938
20260226,300302,同有科技,29503741,509340433,5900,16200,306666,509647099
20260226,300303,聚飞光电,381184491,958917066,91300,337100,3135030,962052096
20260226,300308,中际旭创,2114320039,21491151757,6500,83540,47803258,21538955015
20260226,300310,宜通世纪,39884805,317942283,0,0,0,317942283
20260226,300315,掌趣科技,98620998,1325388625,6600,800700,4628046,1330016671
20260226,300316,晶盛机电,340474716,1575291759,19500,116000,6464680,1581756439
20260226,300319,麦捷科技,71118104,532687382,500,63000,866250,533553632
20260226,300320,海达股份,16938496,306674468,0,1200,13680,306688148
20260226,300322,硕贝德,140268892,908282721,10000,17200,493640,908776361
20260226,300323,华灿光电,36513033,867560029,0,5400,47898,867607927
20260226,300324,旋极信息,27731931,684365907,500,48000,277920,684643827
20260226,300327,中颖电子,51726596,749953404,11100,107590,3280419,753233823
20260226,300328,宜安科技,144261085,905452485,13400,18800,357200,905809685
20260226,300331,苏大维格,71371014,628025885,100,100,4686,628030571
20260226,300332,天壕能源,9405935,264597273,7800,39600,217800,264815073
20260226,300333,兆日科技,6013759,215181235,0,0,0,215181235
20260226,300337,银邦股份,82572371,682240810,35500,70800,1061292,683302102
20260226,300339,润和软件,90342855,3172036823,23600,208405,10209761,3182246584
20260226,300342,天银机电,180648393,1538152383,0,22300,1018441,1539170824
20260226,300346,南大光电,349455834,2680850979,77900,222480,12708057,2693559036
20260226,300347,泰格医药,31502018,632753907,15300,62611,3787966,636541873
20260226,300348,长亮科技,44187339,649618597,26400,181200,2563980,652182577
20260226,300349,金卡智能,22031468,472404389,0,9900,169884,472574273
20260226,300351,永贵电器,83656057,349388252,0,3200,63040,349451292
20260226,300352,北信源,33416561,635525227,6400,356900,2451903,637977130
20260226,300353,东土科技,127134294,1243397398,4700,188300,4724447,1248121845
20260226,300355,蒙草生态,131561325,522886116,900,141300,627372,523513488
